,ISBN,title,series,author,rating,genre,publish_company,format,number_of_pages,publish_month,publish_year,NYT_bestseller,top5,length_of_title,top_authors
1058,9780545858267,Honestly Ben,1,Bill Konigsberg,4.01,lgbt,Arthur A. Levine Books,Hardcover,330,March,2017,0.0,0,12,0
1059,9781250119841,Letters to a Young Muslim,0,Omar Saif Ghobash,4.12,non-fiction,Picador,Hardcover,272,January,2017,0.0,0,25,0
1060,9781481489225,Want,1,Cindy Pon,3.81,science-fiction,Simon & Schuster,Hardcover,328,June,2017,0.0,1,4,0
1061,9780544947306,Bannerless,1,Carrie Vaughn,3.72,science-fiction,John Joseph Adams/Mariner Books,Paperback,274,July,2017,0.0,0,10,0
1062,9780190638986,The Happy Traveler: Unpacking the Secrets of Better Vacations,0,Jaime L. Kurtz,3.65,non-fiction,OUP Us,Paperback,291,May,2017,0.0,0,61,0
1063,9781616207724,Young Jane Young,0,Gabrielle Zevin,3.78,fiction,,ebook,320,August,2017,0.0,0,16,0
1064,9781250084774,Freeks,0,Amanda Hocking,3.7,fantasy,St. Martin's Griffin,Hardcover,400,January,2017,0.0,0,6,0
1065,9780241260173,Mrs Osmond,0,John Banville,3.57,fiction,Hamish Hamilton,Hardcover,368,October,2017,0.0,0,10,0
1066,9781594205811,The Dawn Watch: Joseph Conrad in a Global World,0,Maya Jasanoff,4.13,biography,Penguin Random House,Hardcover,375,November,2017,0.0,1,47,0
1067,9780735222571,Before Everything,0,Victoria Redel,3.46,fiction,Penguin Random House,Hardcover,288,June,2017,0.0,1,17,0
1068,9780399578809,The Story Cure: A Book Doctor's Pain-Free Guide to Finishing Your Novel or Memoir,0,Dinty W. Moore,4.0,language,Ten Speed Press,Paperback,181,May,2017,0.0,0,81,0
1069,9780345476043,Ill Will,0,Dan Chaon,3.36,fiction,Penguin Random House,Hardcover,496,March,2017,0.0,1,8,0
1070,9781626724167,Real Friends,1,Shannon Hale,4.12,sequential-art,First Second,Hardcover,224,May,2017,0.0,0,12,0
1071,9780765386281,Weave a Circle Round,0,Kari Maaren,3.63,fantasy,Macmillan,Paperback,336,November,2017,0.0,1,20,0
1072,9781784742195,First Person,0,Richard Flanagan,3.24,fiction,ChattoWindus ,Hardcover,400,November,2017,0.0,0,12,0
1073,9781976541599,Caged,1,Clarissa Wild,3.74,dark,CreateSpace ,Paperback,506,September,2017,0.0,0,5,0
1074,9780062878649,A Simple Favor,0,Darcey Bell,3.22,mystery,Harper Collins,Paperback,304,August,2018,0.0,1,14,0
1075,9781596439542,Undefeated: Jim Thorpe and the Carlisle Indian School Football Team,0,Steve Sheinkin,4.17,non-fiction,Roaring Brook Press,Hardcover,288,January,2017,0.0,0,67,0
1076,9781946836038,Amnesia,1,Cambria Hebert,3.99,romance,,Paperback,408,June,2017,0.0,0,7,0
1078,9780771009303,"Red Famine: Stalin's War on Ukraine, 1921-1933",0,Anne Applebaum,4.37,history,Signal,Hardcover,384,October,2017,0.0,0,46,0
1079,9780007504114,Fools and Mortals,0,Bernard Cornwell,3.78,historical,Harper Collins,Hardcover,384,October,2017,0.0,1,17,0
1080,9781911214212,Midwinter Break,0,Bernard MacLaverty,3.64,fiction,Jonathan Cape,Hardcover,242,August,2017,0.0,0,15,0
1081,9780062663115,Strange Weather,0,Joe Hill,3.9,horror,Harper Collins,Hardcover,432,October,2017,0.0,1,15,0
1082,9781627792769,Prairie Fires: The American Dreams of Laura Ingalls Wilder,0,Caroline Fraser,4.03,non-fiction,Metropolitan Books ,Hardcover,640,November,2017,0.0,0,58,0
1084,9781419725708,"She, Myself, and I",0,Emma Young,3.42,young-adult,Harry N. Abrams,Hardcover,336,September,2017,0.0,0,18,0
1085,9781538760277,Count to Ten,1,James Patterson,3.56,mystery,Hachette,Paperback,520,November,2017,0.0,1,12,1
1086,9781250107602,Almost Missed You,0,Jessica Strawser,3.56,fiction,Macmillan,Hardcover,304,March,2017,0.0,1,17,0
1087,9780062654458,We Crossed a Bridge and It Trembled: Voices from Syria,0,Wendy Pearlman,4.63,non-fiction,Custom House,ebook,352,June,2017,0.0,0,54,0
1088,9781940189208,A Million Fragile Bones,0,Connie May Fowler,4.36,non-fiction,Twisted Road Publications,Paperback,313,April,2017,0.0,0,23,0
1089,9780316552479,The Identicals,0,Elin Hilderbrand,3.88,fiction,Hachette,Hardcover,581,June,2017,0.0,1,14,0
1090,9780062433381,The Ethan I Was Before,0,Ali Standish,4.29,childrens,Harper Collins,Hardcover,368,January,2017,0.0,1,22,0
1091,9780525494904,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,0,Brené Brown,4.16,non-fiction,Books on Tape,Audio CD,5,September,2017,0.0,0,83,0
1092,9781981604661,True,1,Ella Frank,4.61,romance,CreateSpace Independent Publishing Platform ,Paperback,294,December,2017,0.0,0,4,0
1093,9781250079213,Wintersong,1,S. Jae-Jones,3.57,fantasy,Thomas Dunne Books,Hardcover,436,February,2017,0.0,0,10,0
1094,9780062448095,Chasing Christmas Eve,1,Jill Shalvis,4.14,romance,Harper Collins,ebook,384,September,2017,0.0,1,21,0
1095,9780062561596,This Darkness Mine,0,Mindy McGinnis,3.23,young-adult,,Hardcover,352,October,2017,0.0,0,18,0
1096,9781785942686,Doctor Who: The Shining Man,1,Cavan Scott,3.92,media-tie-in,BBC Books,Hardcover,256,April,2017,0.0,0,27,0
1097,9781509812165,Fathers and Sons,0,Howard Cunnell,3.63,non-fiction,Picador,Hardcover,224,February,2017,0.0,0,16,0
1098,9781250112118,No One Can Pronounce My Name,0,Rakesh Satyal,3.68,fiction,Picador,Hardcover,384,May,2017,0.0,0,28,0
1099,9781542540780,To Have It All,0,B.N. Toler,4.24,romance,Createspace Independent Publishing Platform ,Paperback,306,January,2017,0.0,0,14,0
1100,9781973836230,A Little Bit like Love,1,Brooke Blaine,4.19,romance,CreateSpace Independent Publishing Platform,Paperback,332,July,2017,0.0,0,22,0
1101,9781250079510,The Saboteur,0,Andrew Gross,4.07,historical,Macmillan,Hardcover,401,August,2017,0.0,1,12,0
1102,9781335014900,As I Am,1,A.M. Arthur,4.03,romance,Carina Press ,Paperback,368,March,2017,0.0,0,7,0
1103,9781101994856,Beyond the Bright Sea,0,Lauren Wolk,4.12,historical,Dutton Books for Young Readers,Hardcover,304,May,2017,0.0,0,21,0
1104,9781250089410,A Season to Lie,1,Emily Littlejohn,3.65,mystery,Macmillan,Hardcover,290,November,2017,0.0,1,15,0
1105,9781546424604,Delivering Dante,1,Lucy Lennox,4.27,romance,Createspace Independent Publishing Platform ,Paperback,272,May,2017,0.0,0,16,0
1106,9780310332480,If I'm Found,1,Terri Blackstock,4.32,christian-fiction,Zondervan ,Paperback,384,March,2017,0.0,0,12,0
1107,9781602862982,The Sacrifice of Sunshine Girl,1,Paige McKenzie,4.16,young-adult,Hachette,Hardcover,322,April,2017,0.0,1,30,0
1108,9780451477804,Someone to Hold,1,Mary Balogh,4.01,romance,Penguin Random House,Mass Market Paperback,379,February,2017,0.0,1,15,0
1109,9781544606392,Moving Maverick: A Made Marian Novel,1,Lucy Lennox,4.22,romance,Createspace Independent Publishing Platform,Paperback,278,March,2017,0.0,0,36,0
1110,9780062497840,Noumenon,1,Marina J. Lostetter,3.76,science-fiction,Harper Collins,Paperback,420,August,2017,0.0,1,8,0
1111,9781324000280,Swearing Is Good for You: The Amazing Science of Bad Language,0,Emma Byrne,3.44,non-fiction,W. W. NortonCompany ,Hardcover,240,January,2018,0.0,0,61,0
1112,9781250123732,Wesley James Ruined My Life,0,Jennifer Honeybourn,3.28,young-adult,Swoon Reads,Paperback,256,July,2017,0.0,0,27,0
1113,9781478971047,Testimony,1,Scott Turow,3.65,fiction,Hachette,ebook,416,May,2017,0.0,1,9,0
1114,9781386240938,"Over Us, Over You",0,Whitney G.,3.65,romance,"WGW Books, LLC",ebook,207,December,2017,0.0,0,17,0
1115,9781250101204,"The Trauma Cleaner: One Woman's Extraordinary Life in the Business of Death, Decay, and Disaster",0,Sarah Krasnostein,3.96,non-fiction,Macmillan,Hardcover,291,April,2018,0.0,1,96,0
1116,9780399586064,Someone to Wed,1,Mary Balogh,4.04,romance,Penguin Random House,Mass Market Paperback,361,November,2017,0.0,1,14,0
1117,9781455567355,Take Out,1,Margaret Maron,3.66,mystery,Hachette,Hardcover,320,June,2017,0.0,1,8,0
1118,9780399575006,You Were Here,0,Gian Sardar,3.78,fiction,Penguin Random House,Hardcover,378,May,2017,0.0,1,13,0
1119,9780399174476,The Girl Who Knew Too Much,1,Amanda Quick,3.79,romance,Penguin Random House,Hardcover,368,May,2017,0.0,1,26,0
1120,9781250099563,One Perfect Lie,0,Lisa Scottoline,3.78,mystery,Macmillan,Hardcover,384,April,2017,0.0,1,15,0
1121,9780425280942,Wait for Dark,1,Kay Hooper,4.05,fantasy,Penguin Random House,Hardcover,327,March,2017,0.0,1,13,0
1122,9780778319870,A Perfect Obsession,1,Heather Graham,3.9,mystery,Mira Books,Hardcover,333,March,2017,0.0,0,19,0
1123,9781501138065,Enigma,1,Catherine Coulter,4.13,mystery,Simon & Schuster,Hardcover,481,September,2017,0.0,1,6,0
1124,9780998310152,Strong Enough,0,Melanie Harlow,4.1,romance,MH Publishing,Paperback,302,June,2017,0.0,0,13,0
1125,9781501173240,The Gentle Art of Swedish Death Cleaning: How to Free Yourself and your Family from a Lifetime of Clutter,0,Margareta Magnusson,3.32,non-fiction,Simon & Schuster,Hardcover,128,January,2018,0.0,1,105,0
1126,9781409159681,Don't Look For Me,1,Mason Cross,3.96,thriller,Orion ,Paperback,384,April,2017,0.0,0,17,0
1127,9780997816181,Crazy Over You,1,Daisy Prescott,3.96,romance,Daisy Prescott ,ebook,236,March,2017,0.0,0,14,0
1128,9780804136549,"The Inkblots: Hermann Rorschach, His Iconic Test, and the Power of Seeing",0,Damion Searls,3.71,non-fiction,Penguin Random House,Hardcover,405,February,2017,0.0,1,73,0
1129,9780804137287,Scars of Independence: America's Violent Birth,0,Holger Hoock,3.88,history,Penguin Random House,Hardcover,480,May,2017,0.0,1,46,0
1130,9781501162299,The Graybar Hotel: Stories,0,Curtis Dawkins,3.67,short-stories,Simon & Schuster,Hardcover,224,July,2017,0.0,1,26,0
1131,9780316556347,Circe,0,Madeline Miller,4.29,fantasy,Hachette,Hardcover,393,April,2018,0.0,1,5,0
1132,9780399590504,Educated,0,Tara Westover,4.48,non-fiction,Penguin Random House,Hardcover,334,February,2018,0.0,1,8,0
1133,9780316310277,The Cruel Prince,1,Holly Black,4.16,fantasy,Hachette,Hardcover,370,January,2018,0.0,1,16,0
1134,9781250170972,Children of Blood and Bone,1,Tomi Adeyemi,4.17,fantasy,Henry Holt Books for Young Readers,Hardcover,544,March,2018,0.0,0,26,0
1135,9780735219113,Where the Crawdads Sing,0,Delia Owens,4.52,fiction,G.P. Putnam’s Sons,ebook,384,August,2018,0.0,0,23,0
1136,9781616201340,An American Marriage,0,Tayari Jones,3.97,fiction,Algonquin Books ,Hardcover,308,February,2018,0.0,0,20,0
1137,9781524763138,Becoming,0,Michelle Obama,4.6,non-fiction,Penguin Random House,Hardcover,426,November,2018,0.0,1,8,0
1138,9780062319807,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,0,Michelle McNamara,4.16,non-fiction,Harper Collins,ebook,352,February,2018,0.0,1,82,0
1139,9781250130921,The Wife Between Us,0,Greer Hendricks,3.84,thriller,Macmillan,Hardcover,346,January,2018,0.0,1,19,0
1140,9781681196312,A Court of Frost and Starlight,1,Sarah J. Maas,3.9,fantasy,Bloomsbury YA,Hardcover,229,May,2018,0.0,0,30,0
1141,9781442472457,Thunderhead,1,Neal Shusterman,4.52,young-adult,Simon & Schuster,Hardcover,504,January,2018,0.0,1,11,0
1142,9780735213180,The Immortalists,0,Chloe  Benjamin,3.72,fiction,Penguin Random House,Hardcover,346,January,2018,0.0,1,16,0
1143,9781501180989,The Outsider,1,Stephen King,4.01,horror,Simon & Schuster,Hardcover,561,May,2018,0.0,1,12,1
1144,9781760403171,The Tattooist of Auschwitz,1,Heather   Morris,4.27,historical,Bonnier Publishing Australia,Paperback,277,January,2018,0.0,0,26,0
1145,9781501156212,The Death of Mrs. Westaway,0,Ruth Ware,3.82,mystery,Scout Press,Hardcover,368,May,2018,0.0,0,26,0
1146,9780553499193,Obsidio,1,Amie Kaufman,4.55,science-fiction,Penguin Random House,Hardcover,618,March,2018,0.0,1,7,0
1147,9781250168450,Sky in the Deep,1,Adrienne Young,4.02,fantasy,Wednesday Books,Hardcover,340,April,2018,0.0,0,15,0
1148,9780399562457,Still Me,1,Jojo Moyes,4.16,fiction,Pamela Dorman Books,Hardcover,390,January,2018,0.0,0,8,0
1149,9780451476203,The Broken Girls,0,Simone St. James,4.05,mystery,Penguin Random House,Hardcover,336,March,2018,0.0,1,16,0
1150,9780062643803,Leah on the Offbeat,1,Becky Albertalli,3.93,young-adult,Harper Collins,Hardcover,352,April,2018,0.0,1,19,0
1151,9781501193323,All Your Perfects,0,Colleen Hoover,4.29,romance,Simon & Schuster,Paperback,306,July,2018,0.0,1,17,0
1152,9781942215707,"Sex, Not Love",0,Vi Keeland,4.22,romance,C. Scott Publishing Corp.,Paperback,300,January,2018,0.0,0,13,0
1153,9780448494500,A Reaper at the Gates,1,Sabaa Tahir,4.24,fantasy,Razorbill,Hardcover,464,June,2018,0.0,0,21,0
1154,9781250147905,The Hazel Wood,1,Melissa Albert,3.59,fantasy,Macmillan,Hardcover,359,January,2018,0.0,1,14,0
1155,9781619636101,Kingdom of Ash,1,Sarah J. Maas,4.61,fantasy,Bloomsbury YA,Hardcover,984,October,2018,0.0,0,14,0
1156,9781524760984,The Chalk Man,0,C.J. Tudor,3.71,mystery,Penguin Random House,Hardcover,280,January,2018,0.0,1,13,0
1157,9781626723634,The Prince and the Dressmaker,0,Jen Wang,4.42,sequential-art,First Second,Paperback,277,February,2018,0.0,0,29,0
1158,9780345816023,12 Rules for Life: An Antidote to Chaos,0,Jordan B. Peterson,3.96,non-fiction,Penguin Random House,Hardcover,409,January,2018,0.0,1,39,0
1159,9780785217145,Fawkes,0,Nadine Brandes,3.86,fantasy,Harper Collins,Hardcover,448,July,2018,0.0,1,6,0
1160,9780062662590,The Poppy War,1,R.F. Kuang,3.99,fantasy,Harper Collins,ebook,544,May,2018,0.0,1,13,0
1161,9781476717807,Every Note Played,0,Lisa Genova,4.11,fiction,Scout Press,Hardcover,307,March,2018,0.0,0,17,0
1162,9781484728499,The Belles,1,Dhonielle Clayton,3.86,fantasy,Hachette,Hardcover,440,February,2018,0.0,1,10,0
1163,9780062422996,War Storm,1,Victoria Aveyard,3.87,fantasy,Harper Collins,Hardcover,662,May,2018,0.0,1,9,0
1164,9780735221963,Everything Here Is Beautiful,0,Mira T. Lee,3.93,fiction,Pamela Dorman Books,Hardcover,368,January,2018,0.0,0,28,0
1165,9781501190537,Love and Other Words,0,Christina Lauren,4.24,romance,Simon & Schuster,Hardcover,432,April,2018,0.0,1,20,0
1166,9780062676368,Restore Me,1,Tahereh Mafi,4.25,young-adult,Harper Collins,Hardcover,435,March,2018,0.0,1,10,0
1167,9780525520375,There There,0,Tommy Orange,4.0,fiction,Penguin Random House,Hardcover,294,June,2018,0.0,1,11,0
1168,9781524797188,Something in the Water,0,Catherine Steadman,3.61,fiction,Penguin Random House,Hardcover,342,June,2018,0.0,1,22,0
1169,9780316341714,Muse of Nightmares,1,Laini Taylor,4.48,fantasy,Hachette,Hardcover,522,October,2018,0.0,1,18,0
1170,9781501154645,Then She Was Gone,0,Lisa Jewell,4.04,mystery,Simon & Schuster,Hardcover,359,April,2018,0.0,1,17,0
1171,9781524763558,A Place for Us,0,Fatima Farheen Mirza,4.15,fiction,SJP for Hogarth,Hardcover,385,June,2018,0.0,0,14,0
1172,9781492657965,The 7½ Deaths of Evelyn Hardcastle,0,Stuart Turton,3.93,mystery,Sourcebooks Landmark ,Hardcover,432,September,2018,0.0,0,34,0
1173,9781492656623,Furyborn,1,Claire Legrand,3.84,fantasy,Sourcebooks Fire ,Hardcover,501,May,2018,0.0,0,8,0
1174,9781368024129,The Burning Maze,1,Rick Riordan,4.37,fantasy,Hachette,Hardcover,431,May,2018,0.0,1,16,1
1175,9781250149060,How to Walk Away,0,Katherine Center,4.07,fiction,Macmillan,Hardcover,302,May,2018,0.0,1,16,0
1176,9781449489427,The Witch Doesn't Burn in This One,1,Amanda Lovelace,3.83,poetry,Andrews McMeel Publishing,Paperback,192,March,2018,0.0,0,34,0
1177,9780999048283,Look the Part,0,Jewel E. Ann,4.3,romance,Jewel E. Ann ,Paperback,380,January,2018,0.0,0,13,0
1178,9780751572858,Lethal White,1,Robert Galbraith,4.25,mystery,Sphere,Hardcover,650,September,2018,0.0,0,12,0
1179,9780393356687,The Overstory,0,Richard Powers,4.2,fiction,W.W. Norton & Company ,Paperback,502,April,2019,0.0,0,13,0
1180,9781250158062,Fire and Fury: Inside the Trump White House,0,Michael Wolff,3.44,non-fiction,Henry Holt and Co.,Hardcover,322,January,2018,0.0,0,43,1
1181,9781501171406,The Room on Rue Amélie,0,Kristin Harmel,4.07,historical,Simon & Schuster,Hardcover,400,March,2018,0.0,1,22,0
1182,9780399585968,As Bright as Heaven,0,Susan Meissner,4.07,historical,Penguin Random House,Hardcover,387,February,2018,0.0,1,19,0
1183,9781501133435,The Simple Wild,1,K.A. Tucker,4.45,romance,Simon & Schuster,Paperback,388,August,2018,0.0,1,15,0
1184,9781250095312,Legendary,1,Stephanie Garber,4.26,fantasy,Macmillan,Hardcover,451,May,2018,0.0,1,9,0
1185,9781473552623,"You Think It, I'll Say It",0,Curtis Sittenfeld,3.72,short-stories,Transworld Digital ,ebook,256,May,2018,0.0,0,25,0
1186,9781616958558,Rainbirds,0,Clarissa Goenawan,3.39,mystery,Soho Press,Hardcover,323,March,2018,0.0,0,9,0
1187,9781732624702,Dirty Headlines,0,L.J. Shen,4.24,romance,LJ Shen ,Paperback,328,September,2018,0.0,0,15,0
1188,9781250074256,Girls Burn Brighter,0,Shobha Rao,3.79,fiction,Macmillan,Hardcover,309,March,2018,0.0,1,19,0
1189,9780399549786,Batman: Nightwalker,1,Marie Lu,3.74,young-adult,Penguin Random House,Hardcover,272,January,2018,0.0,1,19,0
1190,9780399592881,Surprise Me,0,Sophie Kinsella,3.43,womens-fiction,Dial Press,Hardcover,432,February,2018,0.0,0,11,0
1191,9781250183972,I Flipping Love You,1,Helena Hunting,4.2,romance,St. Martin's Paperbacks,Paperback,320,May,2018,0.0,0,19,0
1192,9781986665810,Pestilence,1,Laura Thalassa,4.04,romance,CreateSpace ,Paperback,381,September,2018,0.0,0,10,0
1193,9780062795250,What If It's Us,0,Becky Albertalli,3.97,young-adult,Harper Collins,Hardcover,437,October,2018,0.0,1,15,0
1194,9781250170750,Baby Teeth,0,Zoje Stage,3.64,horror,St Martin's Press,Hardcover,304,July,2018,0.0,0,10,0
1195,9781250161598,Shelter in Place,0,Nora Roberts,4.25,romance,Macmillan,Hardcover,438,May,2018,0.0,1,16,1
1196,9781250124715,The Sun Does Shine: How I Found Life and Freedom on Death Row,0,Anthony Ray Hinton,4.58,non-fiction,Macmillan,Hardcover,272,March,2018,0.0,1,61,0
1197,9780765393586,Beneath the Sugar Sky,1,Seanan McGuire,3.97,fantasy,tor.com,Hardcover,174,January,2018,0.0,0,21,0
1198,9780062490452,The Rise and Fall of the Dinosaurs: A New History of a Lost World,0,Stephen Brusatte,4.17,non-fiction,Harper Collins,ebook,416,April,2018,0.0,1,65,0
1199,9781484758052,Unearthed,1,Amie Kaufman,3.83,science-fiction,Hachette,Hardcover,328,January,2018,0.0,1,9,0
1200,9780316434812,Red Clocks,0,Leni Zumas,3.69,fiction,Hachette,Hardcover,356,January,2018,0.0,1,10,0
1201,9780062652775,My Plain Jane,1,Cynthia Hand,3.8,young-adult,Harper Collins,Hardcover,464,June,2018,0.0,1,13,0
1202,9781787330726,Warlight,0,Michael Ondaatje,3.64,historical,Jonathan Cape ,Paperback,304,June,2018,0.0,0,8,0
1203,9781250165343,The Shape of Water,0,Guillermo del Toro,3.92,fantasy,Macmillan,Hardcover,315,March,2018,0.0,1,18,0
1204,9780771024290,The Boat People,0,Sharon Bala,4.0,fiction,McClelland & Stewart,Paperback,401,January,2018,0.0,0,15,0
1205,9780399586682,Next Year in Havana,0,Chanel Cleeton,3.97,historical,Penguin Random House,Paperback,361,February,2018,0.0,1,19,0
1206,9781250111777,Gods of Howl Mountain,0,Taylor  Brown,3.85,historical,Macmillan,Hardcover,304,March,2018,0.0,1,21,0
1207,9781942874263,Marriage of Inconvenience,1,Penny Reid,4.16,romance,Penny Reid,ebook,506,March,2018,0.0,0,25,0
1208,9781250192455,"A Higher Loyalty: Truth, Lies, and Leadership",0,James Comey,4.19,non-fiction,Macmillan,Hardcover,290,April,2018,0.0,1,45,0
1209,9781501165856,Josh and Hazel's Guide to Not Dating,0,Christina Lauren,4.11,romance,Simon & Schuster,Paperback,309,September,2018,0.0,1,36,0
1210,9781250099655,After Anna,0,Lisa Scottoline,3.83,mystery,Macmillan,Hardcover,388,April,2018,0.0,1,10,0
1211,9781942832119,Combust,1,K. Bromberg,4.4,romance,"JKB Publishing, LLC",ebook,308,January,2018,0.0,0,7,0
1212,9781473647619,Record of a Spaceborn Few,1,Becky Chambers,4.13,science-fiction,Hodder & Stoughton,Paperback,358,July,2018,0.0,0,25,0
1213,9781501172168,Anatomy of a Scandal,0,Sarah Vaughan,3.72,mystery,Atria/Emily Bestler Books ,Hardcover,392,January,2018,0.0,0,20,0
1214,9780425270714,Magic Triumphs,1,Ilona Andrews,4.58,fantasy,Ace,Hardcover,327,August,2018,0.0,0,14,0
1215,9781787330412,My Year of Rest and Relaxation,0,Ottessa Moshfegh,3.68,fiction,Jonathan Cape ,Paperback,288,July,2018,0.0,0,30,0
1216,9781368012355,Aru Shah and the End of Time,1,Roshani Chokshi,4.09,fantasy,Rick Riordan Presents,Hardcover,355,March,2018,0.0,0,28,0
1217,9781449489786,Herding Cats,1,Sarah Andersen,4.2,sequential-art,Andrews McMeel Publishing,Paperback,112,March,2018,0.0,0,12,0
1218,9781476740188,The Library Book,0,Susan Orlean,3.97,non-fiction,Simon & Schuster,Hardcover,336,October,2018,0.0,1,16,0
